 동서울대 컴퓨터정보과 전화번호?,컴퓨터정보과 전화번호는 031-720-2150 입니다.
 예비군대대의 주요 업무는 무엇인가요?,"직장예비군 편성 및 자원관리, 예비군 교육훈련 및 동원 운영, 직장 방호 및 비상계획, 민방위대 조직 편성 및 자원 관리, 민방위대원 교육훈련 및 민방위의 날 훈련, 예비군 및 민방위 장비 관리, 입영 대상자원 관리 및 병무상담 등입니다."
 연구지원센터의 위치와 연락처는 무엇인가요?,"연구지원센터는 6호관 1층에 위치하며, 연락처는 031-720-2907입니다."
 연구지원센터의 운영목표는 무엇인가요?,"학술연구 단체 및 산업체와 협력하여 산업기술의 이론과 응용에 관한 연구를 수행하고, 연구 분위기를 조성하며 연구활동을 지원하여 국가 산업 발전에 기여하는 것입니다."
 연구지원센터의 주요 업무는 무엇인가요?,"산업기술 발전을 위한 기초 과학 기술 연구, 산업기술 개발과 활용 연구, 교수의 연구비 및 연구관련 경비 지원, 대학 정책과제 관련 운영비 지원, 대학논문집 및 간행물 발간 및 배포, 연구원의 학술활동 지원, 교내외 디자인 관련 연구업무 지원 등입니다."
 평생교육원의 위치와 연락처는 무엇인가요?,"평생교육원은 국제교류센터 3층에 위치하며, 연락처는 031-720-2226, 031-720-2267입니다."
 평생교육원의 운영목표는 무엇인가요?,"지역사회와 국가, 인류문화 창달에 기여할 유능한 인재를 육성하고, 전문 지식과 기술을 익혀 급변하는 산업현장에 적응할 수 있는 실무능력을 배양하며, 열린 교육 체제를 구축하고 다양한 교육을 갈망하는 모든 학습자에게 양질의 교육을 공급하는 것입니다."
 평생교육원의 주요 업무는 무엇인가요?,"평생교육과정, 학점은행제과정, 비학위 전공심화과정, 실직자 재취업 훈련과정, 재직자 재교육 훈련과정, 교원정보화 직무연수, 커피전문가(Barista) 자격검정 시험, 기타 관련 업무입니다."
 어학교육원의 위치와 연락처는 무엇인가요?,"어학교육원은 국제교류센터 3층에 위치하며, 연락처는 031-720-2227입니다."
 어학교육원의 운영목표는 무엇인가요?,"국제화를 대비하여 학생들의 외국어 능력을 향상시키기 위해 영어, 일본어, 중국어 회화반 및 TOEIC반을 개설하여 운영하며, 외국어 강의 및 상담을 통해 실무능력을 기르는 것입니다."
 어학교육원의 주요 업무는 무엇인가요?,"기초 영문법 교육, 영어 회화 실력 향상, TOEIC 강의 및 시험, 일본어 문법 및 회화 강의, 기타 관련 업무입니다."
 발전기금의 목적은 무엇인가요?,"교육환경 개선, 대학 중장기 발전 계획 지원, 실험실습 기자재 확충 지원, 각종 장학기금 등입니다."
 발전기금에 참여할 수 있는 대상은 누구인가요?,"동문, 교직원, 학부모, 기업체, 기관 및 단체, 일반인 등입니다."
 발전기금의 종류는 무엇이 있나요?,일반 발전기금: 기부자가 사용 용도를 지정하지 않고 출연한 기금 지정 발전기금: 기부자가 특별한 사용 용도를 지정하여 출연한 기금
 기부 시 어떤 세제 혜택이 있나요?,개인 및 법인은 기부한 금액에 대해 연말정산 및 법인세 신고 시 세제 혜택을 받을 수 있습니다.
 기부 방법은 어떻게 되나요?,온라인 입금 (발전기금 계좌: 약정서 참조). 약정서를 작성하여 동서울대학교 기획예산과로 보내신 후 입금해 주시기 바랍니다.
 발전기금 약정서 다운로드는 어디서 하나요?,약정서는 동서울대학교 홈페이지에서 다운로드하실 수 있습니다.
 발전기금 관련 문의는 어떻게 하나요?,"전화: (031) 720-2987, 팩스: (031) 721-1999로 문의하시면 됩니다."
 동서울대학교의 교육이념은 무엇인가요?,동서울대학교의 교육이념은 “인격과 기술이 겸비된 전인교육”입니다.
 동서울대학교의 교훈은 무엇인가요?,"동서울대학교의 교훈은 진실, 창의, 봉사입니다."
 동서울대학교의 사명은 어떤 것인가요?,동서울대학교의 사명은 참된 가치관 위에 지식과 기술을 창의적으로 활용하며 이웃을 위한 봉사의 자세를 갖춘 미래 필요 인재를 양성하는 것입니다.
 동서울대학교의 비전은 무엇인가요?,동서울대학교의 비전은 인성에 기술을 채워 공존의 가치를 실천하는 실용교육 선도대학입니다.
 동서울대학교 구성원이 교육자로서 지켜야 할 윤리적 원칙은 무엇인가요?,"교육자로서 동서울대학교 구성원은 학생의 인격을 존중하고 그들의 다양성을 인정하며, 사회가 요구하는 역량을 갖춘 전문직업인으로 성장할 수 있도록 해야 합니다."
 동서울대학교 연구자들이 준수해야 할 윤리적 기준은 무엇인가요?,"연구자들은 연구윤리를 준수하고 창의적이고 실무적인 연구 활동에 매진하며, 동료 교수의 교육과 연구 활동을 존중하여 교육 발전을 도모해야 합니다."
 동서울대학교 학생들이 지켜야 할 윤리적 원칙은 무엇인가요?,"학생들은 진취적인 자세로 전문지식을 쌓고 역량 강화와 자기 개발을 위해 노력하며, 국가 발전에 기여할 목표를 가지고 학업에 정진해야 합니다."
 동서울대학교 학생들이 타인과의 관계에서 지켜야 할 윤리적 태도는 무엇인가요?,학생들은 타인의 인격과 권리를 존중하고 다양한 사고와 문화를 인정하며 협력하고 소통해야 합니다.
 동서울대학교 학생들이 학내외 행동에서 지켜야 할 기준은 무엇인가요?,"학생들은 교직원의 인격과 가치를 존중하며 대학의 제·규정을 준수하고, 학내·외의 제반 행위가 법률과 도덕적 계율에서 벗어나지 않도록 항상 자율적 자기 통제에 최선을 다해야 합니다."
 동서울대학교가 2024년 6월 25일에 달성한 성과는 무엇인가요?,"2024년 6월 25일, 동서울대학교는 한국대학교육협의회 부설 한국교양기초교육원에서 2024년 전문대학 기초교양교육 우수개선대학으로 선정되었습니다."
 2024년 6월 11일 동서울대학교에서 어떤 시설이 준공되었나요?,"2024년 6월 11일, 동서울대학교에서 무대제작소(연면적: 378.22㎡)가 준공되었습니다."
 2024년 6월 10일 동서울대학교의 어떤 성과가 있었나요?,"2024년 6월 10일, 동서울대학교는 2023년 통합·재직자 일학습병행 공동훈련센터 성과평가에서 최우수(S등급)를 달성했습니다."
 동서울대학교가 2024년 5월 16일에 체결한 MOU는 어떤 기관과의 협약인가요?,"2024년 5월 16일, 동서울대학교는 한국항공대학교와 MOU를 체결했습니다."
 2024년 4월 24일 동서울대학교가 체결한 MOU는 어떤 외국 대학과의 협약인가요?,"2024년 4월 24일, 동서울대학교는 중국 남경임업대학과 MOU를 체결했습니다."
 동서울대학교가 2024년 4월 23일에 수상한 상은 무엇인가요?,"2024년 4월 23일, 동서울대학교는 2024 국가산업대상에서 산업경쟁력(인재육성) 부문 대상을 수상했습니다."
 2024년 4월 4일 동서울대학교가 체결한 MOU는 어떤 대학과의 협약인가요?,"2024년 4월 4일, 동서울대학교는 한국 폴리텍대학(성남 캠퍼스)과 MOU를 체결했습니다."
 2024년 3월 21일 동서울대학교가 체결한 MOU는 어떤 외국 대학과의 협약인가요?,"2024년 3월 21일, 동서울대학교는 싱가폴 DIMENSION 대학과 MOU를 체결했습니다."
 2024년 3월 1일 동서울대학교가 선정된 글로벌현장학습 사업의 세부 사항은 무엇인가요?,"2024년 3월 1일, 동서울대학교는 2024년 전문대학 글로벌현장학습 사업에 선정되었으며, 총 8명(호주 시드니 4명 + 중국 상하이 4명)이 참여합니다. 또한, 2024년 전문대학 글로벌현장학습 창업트랙 우수대학으로 선정되었습니다."
 동서울대학교가 2024년 3월 1일에 선정된 사업은 무엇인가요?,"2024년 3월 1일, 동서울대학교는 대학일자리플러스센터 사업, 재학생 맞춤형 고용서비스 사업, 고교생 맞춤형 고용서비스 사업에 선정되었습니다."
 2024년 3월 1일 동서울대학교의 제14대 총장은 누구인가요?,2024년 3월 1일 제14대 총장으로 유광섭 총장이 취임했습니다.
 2024년 2월 22일 동서울대학교에서 어떤 행사였나요?,"2024년 2월 22일, 동서울대학교는 제47회 입학식을 거행했습니다."
 2024년 2월 16일 동서울대학교에서 수여한 학위의 총 수는 얼마인가요?,"2024년 2월 16일, 동서울대학교는 제45회 전문학사 및 학사학위 수여식에서 총 2,052명(전문학사 1,716명, 학사 336명)에게 학위를 수여했습니다. 전체적으로 총 86,144명(전문학사 84,237명, 학사 1,907명)에게 학위를 수여했습니다."
 2024년 2월 5일 동서울대학교에서 어떤 조직 개편이 있었나요?,"2024년 2월 5일, 동서울대학교는 일학습병행공동훈련센터를 산학협력단 하부조직에서 총장 직속기구로 이동하는 조직 개편을 진행했습니다."
 2023년 11월 13일에 체결된 MOU는 어떤 기관과 관련이 있습니까?,"2023년 11월 13일에는 두 가지 MOU가 체결되었습니다. 하나는 호주 AIO Real Estate와 학생 취업을 위한 MOU이고, 다른 하나는 호주 MIT Institute와 학생 교류를 위한 MOU입니다."
 2023년 10월 30일에 체결된 협정은 무엇을 포함하고 있습니까?,2023년 10월 30일에는 중국 천진외국어대학교와 MOU 및 2+2 협정이 체결되었습니다.
 2023년 K-MOVE스쿨 사업 선정에 대한 정보는 무엇인가요?,"2023년 K-MOVE스쿨 사업으로는 싱가포르 식음료조리분야 정규취업 연수과정 8기가 선정되었습니다. 이 과정에는 총 10명이 참가하며, 호텔외식조리과 2명과 호텔관광경영학과 8명이 포함됩니다."
" 제44회 후기 전문학사 및 학사학위 수여는 언제 이루어졌고, 총 인원은 몇 명이었나요?","제44회 후기 전문학사 및 학사학위 수여는 2023년 8월 11일에 이루어졌으며, 전문학사 64명과 학사 1명이 수여되었습니다. 총 전문학사 82,521명, 학사학위 1,571명이 누적되었습니다."
 2023년 매치업사업 드론전문가 심화과정 선정 날짜는 언제인가요?,2023년 매치업사업 드론전문가 심화과정 선정은 2023년 5월 26일에 이루어졌습니다.
 2023년 전문대학 글로벌현장학습 사업은 어떤 내용을 포함하고 있나요?,"2023년 전문대학 글로벌현장학습 사업으로는 총 7명이 선정되었으며, 호주 시드니 5명과 중국 상하이 2명이 포함됩니다."
 2023년 재학생 맞춤형 고용서비스 사업 선정일자는 언제인가요?,2023년 재학생 맞춤형 고용서비스 사업은 2023년 3월 1일에 선정되었습니다.
 2023년 대학일자리플러스센터 사업 선정일자는 언제인가요?,2023년 대학일자리플러스센터 사업은 2023년 3월 1일에 선정되었습니다.
 제46회 입학식은 언제 거행되었나요?,제46회 입학식은 2023년 2월 23일에 거행되었습니다.
 제44회 전문학사 및 학사학위 수여의 날짜와 인원수는 얼마였나요?,"제44회 전문학사 및 학사학위 수여는 2023년 2월 17일에 이루어졌으며, 전문학사 1,838명과 학사 325명이 수여되었습니다. 총 전문학사 82,457명, 학사학위 1,570명이 누적되었습니다."
 2022년 12월 2일에 어떤 사업이 운영기관으로 선정되었나요?,"2022년 12월 2일, 일학습병행 첨단산업아카데미 시범사업의 운영기관으로 선정되었습니다. 해당 학과는 미래자동차과(자율주행 소프트웨어개발_L5)이며, 훈련인원은 20명 승인되었습니다. 운영형태는 일학습병행 전문대 재학생단계(공업전문학사)입니다."
 2022년 12월 1일의 조직개편에 대한 정보는 무엇인가요?,"2022년 12월 1일, 산학협력단 하부조직의 명칭이 변경되었습니다. P-TECH공동훈련센터가 일학습병행공동훈련센터로 변경되었습니다."
 2022년 10월 1일에 어떤 조직개편이 있었나요?,"2022년 10월 1일, 학생처 하부조직에 인권센터가 신설되었습니다."
 2022년 9월 15일에 선정된 K-MOVE스쿨 사업에 대한 정보는 무엇인가요?,"2022년 9월 15일, 싱가포르 식음료조리분야 정규취업 연수과정 7기가 선정되었습니다. 총 10명이 참가하며, 항공서비스학과 2명과 호텔관광경영학과 8명이 포함됩니다."
 2022년 8월 12일 제43회 후기 전문학사 및 학사학위 수여의 인원수는 얼마였나요?,"제43회 후기 전문학사 및 학사학위 수여는 2022년 8월 12일에 이루어졌으며, 전문학사 55명과 학사 12명이 수여되었습니다. 총 전문학사 80,619명, 학사학위 1,245명이 누적되었습니다."
 2022년 7월 22일에 어떤 국제 협정이 있었나요?,"2022년 7월 22일, Mongolia International University와 자매결연을 체결하였습니다."
 2022년 7월 1일에 조직개편된 내용은 무엇인가요?,"2022년 7월 1일, 혁신지원단 하부조직으로 메타버스교육센터가 신설되었으며, 총장직속으로 SDS HiVE센터가 신설되었습니다."
 2022년 6월 24일에 선정된 경력개발고도화 시범사업의 내용은 무엇인가요?,"2022년 6월 24일, 경력개발고도화 시범사업 운영 공동훈련센터로 AI융합소프트웨어학과(인공지능개발_L5)가 선정되었습니다. 모집정원은 20명이며, 운영형태는 정원외 계약학과 전공심화과정(공학사)입니다."
 2022년 6월 2일에 어떤 고등직업교육거점지구 사업이 선정되었나요?,"2022년 6월 2일, 동서울대학교-신구대학교-성남시 컨소시엄의 고등직업교육거점지구 사업(HiVE)이 선정되었습니다. 사업 기간은 2022년부터 2024년까지입니다."
 2022년 5월 20일에 선정된 전문대학 글로벌현장학습 사업의 내용은 무엇인가요?,"2022년 5월 20일, 전문대학 글로벌현장학습 사업으로 총 10명이 선정되었습니다. 이들은 호주 시드니 4명과 중국 상하이 6명으로 구성됩니다."
 2022년 5월 4일에 선정된 산학연협력 선도전문대학 육성사업에 대한 정보는 무엇인가요?,"2022년 5월 4일, 3단계 산학연협력 선도전문대학 육성사업(LINC 3.0)이 선정되었습니다. 이 사업은 2022년부터 2024년까지 진행됩니다."
 2022년 5월 1일의 조직개편 내용은 무엇인가요?,"2022년 5월 1일, 학생처 하부조직으로 학산관이 신설되었으며, 총장직속으로 시설사업단이 신설되었습니다."
 2022년 3월 1일에 있었던 조직개편에 대한 정보는 무엇인가요?,"2022년 3월 1일, 산학협력단 하부조직으로 특화산업지원센터, 공유협업지원센터, 공동장비운영센터, 산학공동기술개발센터가 신설되었으며, 중소기업산학혁신센터는 폐지되고 연구지원센터는 부속기관으로 이동했습니다. 또한 P-TECH공동훈련센터는 산학취업처에서 이동되었고, 사회맞춤형교육사업단은 LINC3.0사업단으로 변경되었습니다."
 2022년 3월 1일에 선정된 대학일자리플러스센터 사업의 정보는 무엇인가요?,"2022년 3월 1일, 대학일자리플러스센터 사업이 선정되었습니다."
 2022년 2월 24일에 개최된 행사에 대한 정보는 무엇인가요?,2022년 2월 24일에 제45회 입학식이 거행되었습니다.
 2022년 2월 11일에 제43회 전문학사 및 학사학위 수여의 인원수는 얼마였나요?,"제43회 전문학사 및 학사학위 수여는 2022년 2월 11일에 이루어졌으며, 전문학사 1,856명과 학사 292명이 수여되었습니다. 총 전문학사 80,564명, 학사학위 1,233명이 누적되었습니다."
" 동서울대학교가 2021년 어떤 평가에서 ""일반재정 지원 대학""으로 선정되었나요?","2021년 대학 기본역량 진단 최종결과에서 ""일반재정 지원 대학""으로 선정되었습니다."
 동서울대학교가 2021년 제42회 후기 전문학사 및 학사학위 수여식에서 수여한 학위의 총 수는 얼마인가요?,"2021년 제42회 후기 전문학사 및 학사학위 수여식에서 전문학사 53명, 학사 4명이 수여되었습니다. 누적 전문학사 78,708명, 학사 941명입니다."
 동서울대학교가 2021년 7월 1일에 어떤 조직개편을 단행했나요?,2021년 7월 1일에 신산업특화사업단이 신설되었습니다. 이 조직은 직속기구로 설정되었습니다.
 동서울대학교가 2021년 6월 1일에 무엇을 발표했나요?,"2021년 6월 1일, 동서울대학교는 교육부 주관 ""신산업분야 특화 선도전문대학 지원사업""에 선정되었으며, 한국연구재단과 사업 협약을 체결했습니다."
 동서울대학교의 신산업분야 특화 선도전문대학 지원사업의 총 사업기간은 언제부터 언제까지인가요?,총 사업기간은 2021년 6월 1일부터 2024년 2월 29일까지입니다.
 동서울대학교가 2021년에 매치업 사업 운영기관으로 선정된 날짜는 언제인가요?,2021년 4월 28일에 매치업 사업 운영기관으로 선정되었습니다.
 동서울대학교의 조직개편에서 2021년 4월 15일에 신설된 부서와 변경된 부서는 무엇인가요?,"2021년 4월 15일에 입학홍보처가 신설되었고, 학사지원처는 교무처로 명칭이 변경되었습니다. 교무처의 하부조직으로 원격교육지원센터가 신설되었습니다."
 2021년 동서울대학교가 K-Move스쿨 운영기관으로 선정된 날짜는 언제인가요?,2021년 3월 3일에 K-Move스쿨 운영기관으로 선정되었습니다.
 동서울대학교가 2021년에 고용노동부 대학일자리센터 사업에 선정된 횟수는 몇 회인가요?,2021년에 고용노동부 대학일자리센터 사업에 4년 연속으로 선정되었습니다.
 2021년 2월 19일에 동서울대학교가 거행한 제42회 전문학사 및 학사학위 수여식에서 수여한 학위의 총 수는 얼마인가요?,"제42회 전문학사 및 학사학위 수여식에서 전문학사 2,169명, 학사 285명이 수여되었습니다. 총 전문학사 78,655명, 학사 937명입니다."
 동서울대학교의 2019년 정규 인증심사 결과와 2020년 정규 전문대학 기관평가인증 보완심사 결과는 무엇인가요?,"2019년 정규 인증심사 결과와 2020년 정규 전문대학 기관평가인증 보완심사 결과 모두 ""인증"" 판정을 받았으며, 인증유효기간은 2021년 1월 1일부터 2024년 12월 31일까지입니다."
 2020년 1월 1일 동서울대학교에서 어떤 조직개편이 있었나요?,"2020년 1월 1일에 부속기관 정보지원센터가 신설되었으며, 하부조직으로 학술정보과와 전산정보과가 신설되었습니다. 도서관과 전산정보센터는 직제가 폐지되었습니다."
 동서울대학교가 2020년 11월 1일에 단행한 조직개편의 주요 내용은 무엇인가요?,2020년 11월 1일에 산학취업처의 하부조직으로 산학협력과와 P-TECH 공동훈련센터가 신설되었습니다.
 동서울대학교가 2020년 10월 29일에 고용노동부로부터 어떤 지정을 받았나요?,"2020년 10월 29일에 고용노동부로부터 2021년도 고숙련일학습병행(P-TECH) 공동훈련센터로 지정되었습니다. 학과명은 AI응용소프트웨어과(SW개발_L5)이며, 모집정원은 42명으로 승인되었습니다. 운영형태는 정원외 계약학과입니다."
 동서울대학교가 2020년 10월 8일에 신규 인가된 학사학위 전공심화과정은 무엇인가요?,2020년 10월 8일에 2021학년도 학사학위 전공심화과정으로 1개 학과가 신규 인가되었습니다. 총 20개 학과가 운영됩니다.
 2020년 8월 21일에 동서울대학교에서 수여된 전문학사와 학사학위의 총 수는 얼마인가요?,"2020년 8월 21일 제41회 후기 전문학사 및 학사학위 수여식에서 전문학사 54명, 학사 0명이 수여되었습니다. 누적 전문학사 76,486명, 학사 652명입니다."
 동서울대학교가 2020년 6월 3일에 받은 교육부의 평가는 어떤 등급인가요?,2020년 6월 3일에 동서울대학교는 교육부 전문대학 후진학 선도형 사업(혁신지원사업 Ⅲ유형) 1차년도 평가에서 A등급을 받았습니다.
 2020년 5월 1일에 동서울대학교에서 단행된 조직개편의 내용은 무엇인가요?,"2020년 5월 1일에 혁신지원단 하부조직으로 창의융합교육지원센터가 신설되었고, 산학취업처 하부조직으로 VR교육센터가 폐지되었습니다. 또한, 부설기관인 학교기업 시예가 폐지되었습니다."
 동서울대학교가 2020년에 선정된 대학연계 중소기업 인력양성사업의 연속 선정 횟수는 몇 회인가요?,2020년에는 7년 연속으로 대학연계 중소기업 인력양성사업에 선정되었습니다.
 2020년 3월 11일에 동서울대학교가 선정된 운영기관은 무엇인가요?,2020년 3월 11일에 동서울대학교는 K-Move스쿨 운영기관으로 선정되었습니다.
" 동서울대학교의 제13대 총장은 누구이며, 어떤 날짜에 연임되었나요?","제13대 총장은 유광섭이며, 2020년 3월 1일에 연임되었습니다."
 2020년 동서울대학교가 고용노동부 대학일자리센터 사업에 선정된 연속 횟수는 몇 회인가요?,2020년에는 고용노동부 대학일자리센터 사업에 3년 연속으로 선정되었습니다.
 동서울대학교와 미국 하와이 THE UNIVERSITY OF HAWAI‘I–WEST O‘AHU의 자매결연이 체결된 날짜는 언제인가요?,2020년 1월 8일에 동서울대학교와 미국 하와이 THE UNIVERSITY OF HAWAI‘I–WEST O‘AHU가 자매결연을 체결했습니다.
 2019년 2주기 전문대학 기관평가인증 심사 결과는 무엇인가요?,"2019년 2주기 전문대학 기관평가인증 심사 결과는 조건부 인증이며, 인증 유효기간은 2020년 1월 1일부터 2020년 12월 31일까지입니다."
 2020년 1월 1일의 조직개편에서 기획처와 창업지원단의 하부조직은 어떻게 되었나요?,"2020년 1월 1일에 기획처 하부조직으로 교육생산성센터가 폐지되었고, 창업지원단 하부조직으로 창업지원센터가 폐지되었습니다."
 동서울대학교의 주소는 무엇인가요?,동서울대학교의 주소는 경기도 성남시 수정구 복정로 76입니다.
 동서울대학교의 입학상담실 연락처는 어떻게 되나요?,"입학상담실의 연락처는 031-720-2900~2이며, FAX는 031-720-2903입니다."
 동서울대학교의 취업상담실 연락처는 무엇인가요?,"취업상담실의 연락처는 031-720-2017이며, FAX는 031-721-1999입니다."
 지하철을 이용해 동서울대학교에 가려면 어떤 노선을 타야 하나요?,지하철 분당선 또는 8호선을 이용해 복정(동서울대학교)역에서 하차해야 합니다.
 복정(동서울대학교)역에서 동서울대학교까지의 거리는 얼마나 되나요?,복정(동서울대학교)역에서 동서울대학교까지는 성남분당 방향으로 900m 거리입니다 (버스 2정거장).
 동서울대학교에 가는 버스의 일반 노선 번호를 알려주세요.,"동서울대학교로 가는 일반 버스 노선 번호는 100, 70, 30, 32, 119, 357입니다."
 동서울대학교로 가는 지선 버스 노선 번호는 무엇인가요?,동서울대학교로 가는 지선 버스 노선 번호는 4419입니다.
 동서울대학교로 가는 간선 버스 노선 번호는 어떤 것이 있나요?,"동서울대학교로 가는 간선 버스 노선 번호는 302, 303, 452입니다."
 동서울대학교로 가는 광역 버스 노선 번호는 무엇인가요?,동서울대학교로 가는 광역 버스 노선 번호는 9403입니다.
 동서울대학교에서 주차장 이용 시 어떤 시스템이 도입되었나요?,2019년 9월부터 무인정산시스템이 도입되었습니다.
 지상주차장은 누구에게 이용이 허용되나요?,"지상주차장은 대학업무용, 관공서, 공사 및 납품차량 등 대학에서 승인한 차량만 이용할 수 있으며, 택시 진입은 금지되어 있습니다."
 지하주차장은 누구에게 이용이 허용되나요?,"지하주차장은 전 교직원 및 대학 방문차량(재학생 및 시간강사, 입주업체 포함)에게 이용이 허용됩니다."
 정기주차권의 1개월 및 6개월 이용금액은 얼마인가요?,"교직원 및 재학생의 정기주차권은 1개월 15,000원, 6개월 60,000원입니다. 입주업체는 1개월 15,000원이며, 6개월 정기권은 제공되지 않습니다. 복정동 주민의 경우 6개월 정기권만 이용 가능하며, 금액은 60,000원입니다."
 수시차량의 주차 요금은 어떻게 되나요?,"수시차량의 경우 최초 30분은 무료이며, 이후 최초 30분은 1,500원, 초과 10분당 500원의 요금이 부과됩니다."
 교직원 정기주차권 신청 기간은 언제인가요?,교직원 정기주차권 신청 기간은 2020년 2월 24일(월)부터 3월 6일(금)까지입니다.
 정기주차권을 1개월 단위로 신청하려면 어떻게 해야 하나요?,1개월 단위의 정기주차권 신청은 주차장 관리사무소에서 직접 신청해야 합니다.
 장애인 및 국가유공자는 정기주차권 요금에서 어떤 혜택이 있나요?,장애인 및 국가유공자는 정기주차권 요금이 무료입니다.
 경차는 정기주차권 요금에서 어떤 할인 혜택이 있나요?,경차는 정기주차권 요금에서 50% 할인 혜택이 제공됩니다.
 재학생의 정기주차권 신청 기간과 방법은 무엇인가요?,"재학생의 정기주차권 신청 기간은 학기 중이며, 신청 방법은 학생증(재학증명서 가능), 면허증, 차량등록증, 보험증을 제시하고 주차장 근무 시간인 09:00 ~ 18:00 사이에 신청 가능합니다."
 정기주차권 신청 시 확인해야 할 서류는 무엇인가요?,"정기주차권 신청 시 차량등록증, 면허증, 주민등록등본, 재직증명서가 필요하며, 모든 서류는 현장에서 확인만 이루어집니다."
 정기주차권 사용 중 차량 번호가 변경되면 어떻게 해야 하나요?,"차량 번호가 변경된 경우, 차량등록증을 지참하고 주차관리실에 변경 신청을 해야 합니다."
 6개월 정기주차권을 이용 중 환불을 요청하면 어떻게 처리되나요?,"6개월 정기주차권 환불 요청 시 사용월별 15,000원씩 차감되며, 월말 기준으로 적용됩니다. 예를 들어, 2020년 5월 10일 환불 요청 시 3월, 4월, 5월 기준으로 45,000원이 차감되어 15,000원이 환불됩니다."
 이륜자동차(오토바이)는 동서울대학교 주차장에서 어떻게 처리되나요?,"이륜자동차(오토바이)는 주차신청 및 교내 진입, 지하주차장 이용이 불가하며, 정문 학산탑 옆 이륜차 전용 주차장을 이용해야 합니다."
 주차장 관련 기타 문의는 어디로 해야 하나요?,주차장 관련 기타 자세한 사항은 관리과(☏ 031-720-2938)로 문의하면 됩니다.
 동서울대학교의 전동킥보드 대학패스는 무엇인가요?,"동서울대학교의 전동킥보드 대학패스는 월 9,900원으로 100분간 전동킥보드를 이용할 수 있는 패스입니다. 제공 시간 소진 후에도 잠금해제 비용은 무제한 무료입니다."
 대학패스의 제공 시간은 어떻게 되나요?,"대학패스는 매월 100분을 제공하며, 제공 시간이 소진된 후에는 잠금해제 비용이 무제한 무료로 제공됩니다."
 동서울대학교 대학패스를 구매할 수 있는 대상은 누구인가요?,동서울대학교에 재학 중인 학생과 교직원 모두가 대학패스를 구매할 수 있습니다.
 대학패스 신청 방법은 무엇인가요?,"하단의 버튼을 클릭하여 설문지를 작성하면, 패스 구매 전용 페이지로 접속할 수 있는 쿠폰코드와 사용 방법을 문자로 받아볼 수 있습니다."
 패스의 이용 일자는 어떻게 되나요?,"구독형 패스의 이용 일자는 구독한 날로부터 30일이며, 다음 결제 예정일에 결제가 성공하면 자동으로 구독이 갱신됩니다."
 패스 이용 중 100분을 초과하면 어떻게 되나요?,"패스에서 제공하는 100분을 초과할 경우, 초과 시간에 대해서는 일반 요금제가 적용됩니다."
 패스의 대여는 최대 몇 분까지 적용되나요?,"킥보드는 대여 1회당 최대 30분까지 패스가 적용됩니다. 30분을 초과할 경우, 초과 시간에 대해서는 일반 요금제가 적용됩니다."
 패스는 어떤 경우에 중복 구매가 불가능한가요?,"패스 상품은 중복 구매가 불가능하며, 사용 중인 패스 상품의 사용 기간이 만료되거나 환불되어야 다시 구매할 수 있습니다."
 반납 추가 지역에 반납할 경우 추가 요금은 어떻게 되나요?,"반납 추가 지역에 반납할 경우, 반납 추가 요금이 별도로 부과됩니다."
 패스는 전기자전거에도 적용되나요?,패스는 전기자전거 이용 시에는 적용되지 않습니다.
 패스 이용 시 쿠폰 및 제휴 할인은 어떻게 적용되나요?,"패스 이용 중 쿠폰 및 제휴 할인은 추가 결제 금액에 한하여 적용되며, 쿠폰 상세 정보 및 제휴 조건에 따라 적용되지 않을 수 있습니다."
 패스 구매 시 어떤 지역에서 킥보드를 이용할 수 있나요?,패스 구매 시 전국 씽씽 서비스 지역에서 킥보드를 이용할 수 있습니다.
 패스는 언제든지 사용 가능한가요?,"패스는 평일, 주말, 심야 시간대 관계없이 언제든지 사용 가능합니다."
 산하협력단 산하의 센터들은 어떤 것들이 있나요?,"특화사업지원센터, 공유협업지원센터, 공동장비운영센터, 산학공동기술개발센터가 있습니다."
 혁신지원단 산하의 센터들은 어떤 것들이 있나요?,"창의융합교육지원센터, 메타버스교육센터가 있습니다."
 창업지원단 산하의 센터들은 어떤 것들이 있나요?,"창업보육센터, 창업교육센터가 있습니다."
 산학취업처에 소속되어 있는 부서는 무엇인가요?,"산학협력과, DU일자리센터, 현장실습지원센터가 있습니다."
 교무처에 소속되어 있는 부서는 무엇인가요?,"학사운영과, 교육혁신지원센터, 교양교육센터, 학사학위지원센터, 교수학습지원센터, 원격교육지원센터가 있습니다."
 입학홍보처에 소속되어 있는 부서는 무엇인가요?,"입학홍보과, 미디어센터가 있습니다."
 학생처에 소속되어 있는 부서는 무엇인가요?,"학생서비스과, 학생생활상담센터, 장애학생지원센터, 학산관, 인권센터가 있습니다."
 기획처에 소속되어 있는 부서는 무엇인가요?,"기획예산과, 국제협력센터가 있습니다."
 사무국에 소속되어 있는 부서는 무엇인가요?,"행정지원과, 경리과, 관리과가 있습니다."
 부속기관에 소속되어 있는 부서는 무엇인가요?,"정보지원센터, 예비군대대, 연구지원센터가 있습니다."
 부설기관에 소속되어 있는 부서는 무엇인가요?,"평생교육원, 어학교육원이 있습니다."
 혁신지원단의 위치와 연락처는 무엇인가요?,"혁신지원단은 6호관 1층에 위치하며, 전화는 031-720-2933입니다."
